# This file is automatically generated by the 'radon2config' program. It defines FMI parameters used
# in the Radon database.
#
# Do not edit this file, because all changes will be overridden.
#
# FIELDS:
# 1) FmiParameterId
# 2) FmiParameterName
# 3) FmiParameterUnits
# 4) FmiParameterDescription
# 5) AreaInterpolationMethod
# 6) TimeInterpolationMethod
# 7) LevelInterpolationMethod
# 8) DefaultPrecision
#
2;PRECFORM-N;JustAnumber;Precipitation form;2;2;2;;
11;PRECTYPE-N;JustAnumber;Precipitation type, large scale or convective;2;2;2;;
12;RR-5D-MM;mm;Precipitation over 5 days in mm;1;1;1;;
13;GROWDEV-D;day;Growth period deviation from normal in days;1;1;1;;
15;GROWDEV-PRCNT;%;Growth period deviation from normal in percent;1;1;1;;
16;GPPREC-KGM2;kg m-2;Growth period precipitation in kgm-2;1;1;1;;
17;EFFTS-C;C;Effective temperature sum;1;1;1;;
18;TOZONE-KGM2;kg m-2;Total ozone in kg/m**2;1;1;1;;
19;ROADIDX-N;JustAnumber;Road Condition Index;1;1;1;;
20;NLM-PRCNT;%;Low and middle cloud cover;1;1;1;;
24;ICNCT-PRCNT;%;Ice concentration;1;1;1;;
25;ITHK-CM;cm;Ice thickness;1;1;1;;
26;IMINTHK-CM;cm;Ice minimum thickness;1;1;1;;
27;IMAXTHK-CM;cm;Ice maximum thickness;1;1;1;;
28;IRIDGE-PRCNT;%;Ice degree of ridging;1;1;1;;
29;DRAG-N;JustAnumber;Coefficient of drag;1;1;1;;
30;H0C-HPA;hPa;Height of 0 C level in hPa;1;1;1;;
33;QOL-KGKG;kg kg-1;Specific Humidity over land in kg/kg;1;1;1;;
34;TOL-K;K;Temperature over land in Kelvins;1;1;1;;
35;GRFROST-M3M3;0to1;Ground frost in volumetric proportion;1;1;1;;
36;PROB-WG-1;%;Probability of reaching wind gust speed of 15 m/s in EPS;1;1;1;;
37;PROB-WG-2;%;Probability of reaching wind gust speed of 20 m/s in EPS;1;1;1;;
38;PROB-WG-3;%;Probability of reaching wind gust speed of 25 m/s in EPS;1;1;1;;
39;RTOPLW-WM2;W m-2;Net long wave radiation, top of atmosphere;1;1;1;;
40;RTOPSW-WM2;W m-2;Net short wave radiation, top of atmosphere;1;1;1;;
41;ROADMMT-S;s;Time to next Road Maintenance Measure;1;1;1;;
42;ROADMM-N;JustAnumber;Road Maintenance Measure Code;1;1;1;;
43;FD-MM;mm;Water equivalent of frost cover in mm;1;1;1;;
44;SD-KGM2;kg m-2;Water equivalent of snow cover in mm;1;1;1;;
45;PREC7D-KGM2;kg m-2;Seven days¿ precipitation in kgm-2;1;1;1;;
46;PREC10-KGM2;kg m-2;Ten days precipitation in kgm-2;1;1;1;;
47;PREC30-KGM2;kg m-2;Thirty days precipitation in kgm-2;1;1;1;;
48;PGR-PA;kg m-1 s-2;Pressure on ground;1;1;1;;
49;TOTCWV-KGM2;kg m-2;Total column water vapour;1;1;1;;
52;CLDICE-KGKG;kg kg-1;Specific cloud ice water content: mass of ice per total mass of moist air;1;1;1;;
53;CLDTOP-K;K;Cloud top temperature;1;1;1;;
54;TWVRAD-K;K;Water vapour radiation temperature;1;1;1;;
